A6_energia,A6_energia_relativa,A6_media,A6_desvio,A6_RMS,A6_max,A6_min,A6_entropia,D6_energia,D6_energia_relativa,D6_media,D6_desvio,D6_RMS,D6_max,D6_min,D6_entropia,D5_energia,D5_energia_relativa,D5_media,D5_desvio,D5_RMS,D5_max,D5_min,D5_entropia,D4_energia,D4_energia_relativa,D4_media,D4_desvio,D4_RMS,D4_max,D4_min,D4_entropia,D3_energia,D3_energia_relativa,D3_media,D3_desvio,D3_RMS,D3_max,D3_min,D3_entropia,D2_energia,D2_energia_relativa,D2_media,D2_desvio,D2_RMS,D2_max,D2_min,D2_entropia,D1_energia,D1_energia_relativa,D1_media,D1_desvio,D1_RMS,D1_max,D1_min,D1_entropia,classe,ID_sinal
1280.5580833904187,0.9659261599342234,0.09673669981936506,5.275306741322972,5.2761936283782775,7.854577144961683,0.20001586134293303,4.6192028972692,20.180310603241733,0.015222027161517056,0.047528417017873144,0.6606386712826261,0.6623461364107883,1.3071763805383507,0.0013883410501468081,5.0961453357948,0.9824197587318474,0.0007410401428125174,-0.028158310885832392,0.10310477726422866,0.10688070717697085,0.3770761154464869,0.0001063551129941373,4.558235331481594,5.414967169962206,0.004084514800611986,-0.052225506930781776,0.17289528791213976,0.18061086389361752,1.0396228248355834,6.691823324473571e-05,3.591160619781566,9.111539858809099,0.006872843037002486,-0.0008090673259912637,0.16717910808296316,0.16718106582191974,0.8771785353849925,3.3767415724729466e-05,4.930330687743856,8.809539532143038,0.006645043908154622,0.0023619413753496444,0.11684443528883769,0.11686830547683989,0.7252487941675914,2.5434505191471407e-06,5.342827248572892,0.673963125227385,0.000508371015678231,-0.00032158106790928256,0.022917222768780207,0.022919478916789002,0.18581890659917585,4.6677694074908835e-05,6.525393084603165,capc,capc_000
1277.8730494137783,0.969128747864266,0.09520740609483916,5.269799279870555,5.270659247219415,7.831330861619797,0.16698721521204696,4.619353217275223,18.590244358928864,0.014098693329767322,0.021531711119511375,0.6353519751677034,0.6357167190921096,1.3201518152263905,0.0009771861932315212,5.03270350714356,0.7739039333330152,0.0005869225821941563,0.008378845617909319,0.09449168160131333,0.09486244222943417,0.3649971951977256,0.00017581420201603568,4.7208087495252995,1.7297913779259408,0.0013118600106049746,0.024525673224636002,0.09909047048220146,0.10208050738268137,0.5411501485098067,0.0003000265939194944,3.683959951911719,14.361931810572848,0.010891974753577867,0.042291388597799774,0.20558804441011236,0.20989284302687514,1.0737150754331082,1.965392231719626e-05,4.948914547061995,4.79068657102427,0.0036332185580694233,-0.002120625204340401,0.08615639261883254,0.08618248685404538,0.6952143464794341,6.190816402198984e-06,5.755883980330721,0.4596341779364824,0.0003485829015202655,-0.0008548667834522598,0.01890816640774449,0.0189274814521216,0.1483413788318292,2.9141056391939184e-06,6.882017475179155,capc,capc_001
1283.737211058569,0.9643592898720287,0.09353018162990505,5.281910902344961,5.282738936876049,7.90422326713563,0.15493842308488492,4.612498915111465,20.38099691811805,0.01531045726923593,0.03241144264271912,0.6648418223755846,0.6656313922839507,1.3169339346729843,0.0037733222301969483,5.056596387259834,1.0317757736584328,0.0007750827379786947,0.030021456716262364,0.10533805035974468,0.10953261029007992,0.374495679169216,0.003588043174027806,4.42487311154328,4.7713557239724045,0.0035843015050585287,-0.04963520758274129,0.16210938572191394,0.16953792133595982,0.8933047180953773,5.964766636212815e-05,4.067017924394131,12.722843992075624,0.009557557957857527,0.005400303881439828,0.19747902553951405,0.1975528506755798,1.0449543977308748,1.7078193056685453e-05,4.914127622185273,7.80397702374369,0.00586244417935762,-0.0021108774299451547,0.10997605821529745,0.10999631441143265,0.8998567385802155,3.363697123667103e-07,5.001789791951529,0.7333032451497579,0.0005508664784830413,0.00043996865984622616,0.023903138060614657,0.023907186818328333,0.26732268112601165,3.865497609891258e-06,5.741797825125037,capc,capc_002
1278.007673693523,0.963555639669832,0.09117715582407397,5.270148218155958,5.2709368726135,7.858491391995286,0.12584626712822056,4.616316740021666,20.572015365321086,0.01551029922014625,0.04878345124845344,0.6669616932158525,0.6687433927397467,1.3098355834805955,0.0030340785306258926,5.093682951601921,0.7280330811615913,0.0005489015407803267,-0.01904020878100221,0.09001650622699862,0.09200815694132468,0.37040332888818117,0.0004745761143046534,4.427700500540922,1.443976724987787,0.001088688233688661,0.01427631877378244,0.09216746547494563,0.0932665801335395,0.9886989110676315,6.496319732985333e-05,1.70926928419227,10.467327833204187,0.007891856186440685,-0.013985768439790982,0.17864144498873846,0.1791880788069226,1.4867276094169346,2.2031015195501588e-05,4.480208676218513,14.147423850281857,0.010666469629514605,-0.0030336067969781045,0.14807021204602427,0.1481012844831309,0.9598886143286138,2.362942006329735e-05,5.703001885489561,0.9790359783179841,0.0007381455195973961,0.0008981626696866507,0.027609358652539964,0.027623963897055074,0.264979058860132,2.501213916631176e-06,6.289708287532956,capc,capc_003
1266.5477334821414,0.9652727988815426,0.09493884471997376,5.246392379131567,5.247251316646321,7.781265742173278,0.18471561662289815,4.623043985767206,18.1853093986673,0.013859552259840603,0.006581944103388652,0.628720519011688,0.6287549705684294,1.3162818097916353,0.003622091269040582,4.921402098176486,0.9389760795819899,0.0007156209311819872,0.0075407387206474375,0.10421834659173139,0.10449079627779341,0.3657403421104807,0.0017243159932647037,4.779448619798561,2.5896579815838607,0.0019736535323124685,0.033143137271101165,0.12042375902818642,0.12490135822580059,0.609605938588326,9.36048502200755e-05,4.026443099677234,16.02684387536157,0.012214523018627238,0.016404088086713106,0.2211176240629093,0.221725275458579,1.1937378693933216,2.9488702442292958e-05,5.077031189189771,7.306134136478434,0.00556821694160172,-0.0021546403892239536,0.10640816355558119,0.10642997578914595,1.0094544327599535,3.0813285890217076e-06,5.651827616292954,0.5191173908374881,0.00039563443489344907,-0.00048448302213490666,0.020109137924389668,0.02011497332488571,0.20898690980471432,9.808377592285603e-06,6.628896554155634,capc,capc_004
1282.1418357287046,0.9661333090765997,0.09615028031004023,5.278579707307091,5.2794553320203335,7.995898946557142,0.09442450787027623,4.5995037267903065,18.738466633434616,0.014120010962197735,0.0005975646614800154,0.6382457310539038,0.6382460107921215,1.30518639831192,0.0024162355294629506,4.933189550223069,1.0726809480394834,0.0008082980876478457,0.03196932658328105,0.10700932873978977,0.11168273939839082,0.399176114562324,0.00019727173516066038,4.195311837101559,1.5473458229290622,0.001165972670521791,-0.023042102902057313,0.0937572497087118,0.09654719249719661,0.5209747194596827,0.00023639689744272586,4.363652586786371,17.042033296111384,0.012841696263976818,0.027373752874335577,0.22699527177568635,0.22863983851232683,1.1261706312584694,5.839732915144738e-05,5.145586536654467,6.028026585239408,0.004542303440780456,-0.002122024844693233,0.0966502698500758,0.09667356231945715,0.9702217089378101,5.286222567601681e-06,5.237000040604369,0.5154527459667675,0.0003884094982755611,-0.00048443942855129994,0.020037992937683925,0.02004384799709392,0.19148782016297253,8.784501730006028e-07,6.649296142483843,capc,capc_005
1277.1391271352604,0.9660774913691367,0.09402415490226657,5.268306514094711,5.269145477983867,7.932269043056781,0.13539596245235963,4.602902926628318,18.549715540663477,0.014031723149327118,0.009532861592848699,0.6349518172400556,0.6350233741104317,1.2990676105054715,0.003924105173364468,4.96147441234841,0.631689146583833,0.00047783413184254297,0.014655499708019751,0.08444192657089229,0.08570427430820317,0.3686146466534463,0.00014892875969290537,4.404511393556632,0.2400484441222424,0.0001815819387077,0.005458318029703102,0.037633518688510115,0.03802729236471907,0.22356327635677956,0.00013843393037366513,4.559815347922024,7.756161439975333,0.005867060860779517,0.0020160405724304604,0.1542330763422793,0.15424625200501,1.1537981070506804,1.5721164880817123e-05,4.452798922632756,16.339541361639125,0.01235986181410193,-0.0031628328848857163,0.15913082276620535,0.15916225138551907,0.9834953709298407,2.5618900172021813e-06,5.64116518037136,1.3278626603588906,0.0010044467361044237,0.000851333958978939,0.03215963665824901,0.032170902994791806,0.28278849494923647,3.4078112969813945e-06,6.3359087313671205,capc,capc_006
1279.7701725936051,0.9647924970441554,0.09216186750286715,5.273764964305389,5.274570191831429,7.855926501059127,0.18519906669325537,4.616189562942883,20.918119715037683,0.015769741618871534,0.053123048538705676,0.6722497115280572,0.6743454107025582,1.2980464763258324,0.004757076428859308,5.104500841529821,0.7709859508993796,0.0005812305026977559,-0.018390931526062967,0.09288017309974347,0.09468343528534781,0.37601475247018723,0.0008875727141797914,4.396502871908435,3.768632360874853,0.0028410946775866653,0.036587834154672205,0.14616406868807963,0.15067383509947388,1.111315066852254,8.005670588194513e-06,3.1349811296708445,13.658796056030122,0.010297086332937097,-0.009155615057778321,0.20448550590212775,0.20469036961013906,1.311455148997834,3.1398418274562745e-05,4.87689031850523,6.897642686583204,0.005199991415505677,0.0023433762608377653,0.10338533869374993,0.10341189326727002,0.5462425463430779,9.212182599680797e-06,5.890915208352093,0.6875878819734086,0.0005183584082460757,0.0008385086785604637,0.02313479779208435,0.02314998845970883,0.24477738722343284,1.0269127866915223e-05,6.02253791109378,capc,capc_007
1291.0302145261185,0.9711454116530075,0.16918430802981838,5.295021331283296,5.297723494938997,8.185434310110022,0.1969298628133936,4.656747996985386,17.092759598101324,0.012857603849555903,0.023875303874287223,0.6091072978206857,0.6095750408222986,1.3149056617198056,0.0008805278226183405,4.832694085721923,1.1760805897349516,0.0008846774115774615,0.022723217387117908,0.1147127328859802,0.11694167646563162,0.44827400586894456,0.0020648163715408924,3.85289988036095,5.735948571466082,0.0043147248406588045,0.03813347553766593,0.18193335345791556,0.18588681248820366,1.069796747368935,2.322271995978606e-05,3.5222954711912013,7.9113500082091,0.005951116537790228,-0.00548439349806163,0.15568515098883318,0.1557817216828,1.0376175756264827,8.475762886949595e-05,4.962468469948817,5.967797418402864,0.004489127376994751,-0.0018245089981613343,0.09617208672590317,0.09618939181790793,0.9729301475080386,4.04399398312898e-05,5.065374484902843,0.47504171449400157,0.00035733833041542225,-0.0003323880963250251,0.0192392324206221,0.019242103470808358,0.20296052942573356,5.569094363555788e-06,6.441466105054477,capc,capc_008
1253.3794950762995,0.9643087884432554,0.09378819441908325,5.219059695226071,5.219902329330084,7.779748303142789,0.11646919560377411,4.60134743070594,18.912680733932557,0.014550791932049587,0.023021220054514888,0.6407926784643857,0.6412060771283753,1.3080995593112998,0.0032287376182073536,4.956516064039289,0.5973230391218196,0.00045956061865344377,0.004513669011247493,0.08321804807871637,0.08334036677369884,0.3743293225276531,3.104405003270111e-05,4.430071661793752,1.0509606756527443,0.0008085744340172959,0.01574887370627883,0.07799398300209019,0.07956813688623514,0.3871429286307596,6.825316037885332e-06,3.794915971713502,12.045491683221652,0.00926740347746289,0.0055600817600742454,0.19214173539941484,0.19222216571321182,1.1973272997676017,9.979418062160475e-05,4.939285867390799,12.723907672343689,0.009789354333608802,0.0027326215404471755,0.14042621343185618,0.14045279861680415,0.8275093241402898,1.1677383788622278e-05,6.044623104051318,1.0599971006319262,0.0008155267609524057,0.0007441757914358281,0.028733822630786696,0.028743457700598038,0.26304790839440856,2.4035932189254983e-05,6.28119457369799,capc,capc_009
1265.1031662524783,0.967011312451233,0.09692035454787984,5.243362393492692,5.244258073800249,7.808842462626441,0.14910050763712857,4.595627872416825,20.29861097575402,0.015515719954085953,0.004470055993369393,0.66426965175766,0.6642846917149503,1.3078643076681824,0.0035223564735123608,5.046893713085677,0.7466446656207343,0.0005707153829797031,-0.00040772230737108037,0.09317590074177036,0.09317679280013971,0.3837894088243101,0.00012728416260495562,4.494892676076393,1.1098853265123991,0.0008483669117992912,0.018482773734519408,0.07965201352689204,0.0817683079426842,0.3963613760694663,5.353873939029086e-05,4.101393764236738,14.380708772863809,0.01099223244031522,-0.006622416960883452,0.20992557536264597,0.21003000642227707,1.1892308935203861,1.4090114247248403e-05,4.8466524361237635,6.224295397637436,0.004757686346942818,0.0015126560423297842,0.09822312485169474,0.09823477176608092,0.6002055115407443,7.079696165514238e-05,5.550751511035078,0.397667527390351,0.0003039665126442621,0.0005230883655960561,0.01759766137754611,0.017605434030349833,0.2507616957385627,6.087929069927868e-06,5.974692758080909,capc,capc_010
